Date,Temp,Humid,Status
2019-04-06 11:14:04,36.9,32.5, BAD: Temperature is High
2019-04-06 11:15:03,36.9,33.3, BAD: Temperature is High
2019-04-06 11:16:03,37.2,35.3, BAD: Temperature is High
2019-04-06 11:17:03,37.0,34.0, BAD: Temperature is High
2019-04-06 11:18:03,37.1,33.1, BAD: Temperature is High
2019-04-06 11:19:03,37.2,34.4, BAD: Temperature is High
2019-04-06 11:20:03,37.3,32.1, BAD: Temperature is High
2019-04-06 11:21:04,37.2,34.2, BAD: Temperature is High
2019-04-06 11:22:04,37.2,31.0, BAD: Temperature is High
2019-04-06 11:23:04,37.2,33.7, BAD: Temperature is High
2019-04-06 11:24:04,37.3,32.8, BAD: Temperature is High
2019-04-06 11:25:04,37.2,33.5, BAD: Temperature is High
2019-04-06 11:26:04,37.2,33.7, BAD: Temperature is High
2019-04-06 11:27:04,37.4,33.7, BAD: Temperature is High
2019-04-06 11:28:03,37.3,34.0, BAD: Temperature is High
2019-04-06 11:29:03,37.4,32.3, BAD: Temperature is High
2019-04-06 11:30:03,37.3,33.7, BAD: Temperature is High
2019-04-06 11:31:03,37.4,32.8, BAD: Temperature is High
2019-04-06 11:32:03,37.5,33.1, BAD: Temperature is High
2019-04-06 11:33:04,37.4,33.6, BAD: Temperature is High
2019-04-06 11:32:04,36.0,32.6, BAD: Temperature is High
2019-04-06 11:37:29,35.6,33.3, BAD: Temperature is High
2019-04-06 11:37:32,35.6,33.0, BAD: Temperature is High
2019-04-06 11:37:35,35.5,36.8, BAD: Temperature is High
2019-04-06 11:37:38,35.6,37.4, BAD: Temperature is High
2019-04-06 11:37:40,35.5,31.4, BAD: Temperature is High
2019-04-06 11:38:53,35.4,36.8, BAD: Temperature is High
2019-04-06 11:39:06,35.4,35.1, BAD: Temperature is High
2019-04-06 11:40:06,35.3,35.2, BAD: Temperature is High
2019-04-06 11:41:05,35.2,35.6, BAD: Temperature is High
2019-04-06 11:42:06,35.1,35.1, BAD: Temperature is High
2019-04-06 11:43:06,35.1,36.9, BAD: Temperature is High
2019-04-06 11:44:05,35.0,36.2, BAD: Temperature is High
2019-04-06 11:45:06,35.1,35.6, BAD: Temperature is High
2019-04-06 11:46:06,35.0,37.4, BAD: Temperature is High
2019-04-06 11:47:06,34.9,36.5, BAD: Temperature is High
2019-04-06 11:48:06,35.0,35.6, BAD: Temperature is High
2019-04-06 11:49:06,35.0,38.3, BAD: Temperature is High
2019-04-06 11:50:06,34.9,38.8, BAD: Temperature is High
2019-04-06 11:51:06,34.9,34.1, BAD: Temperature is High
2019-04-06 11:52:06,34.9,34.6, BAD: Temperature is High
2019-04-06 11:53:06,34.9,35.7, BAD: Temperature is High
2019-04-06 11:54:06,34.9,35.9, BAD: Temperature is High
2019-04-06 11:55:06,34.7,32.9, BAD: Temperature is High
2019-04-06 11:56:06,34.7,35.8, BAD: Temperature is High
2019-04-06 11:57:06,34.7,38.9, BAD: Temperature is High
2019-04-06 11:58:06,34.7,36.1, BAD: Temperature is High
2019-04-06 11:59:06,34.7,37.0, BAD: Temperature is High
2019-04-06 12:00:06,34.7,33.0, BAD: Temperature is High
2019-04-06 12:01:06,34.6,35.9, BAD: Temperature is High
2019-04-06 12:02:05,34.7,37.0, BAD: Temperature is High
2019-04-06 12:03:05,34.6,34.0, BAD: Temperature is High
2019-04-06 12:04:06,34.8,35.8, BAD: Temperature is High
2019-04-06 12:05:07,34.7,36.0, BAD: Temperature is High
2019-04-06 12:06:06,34.7,35.9, BAD: Temperature is High
2019-04-06 12:07:06,34.7,34.7, BAD: Temperature is High
2019-04-06 12:08:06,34.8,34.6, BAD: Temperature is High
2019-04-06 12:09:06,34.7,36.7, BAD: Temperature is High
2019-04-06 12:10:06,34.6,35.8, BAD: Temperature is High
2019-04-06 12:11:06,34.8,32.7, BAD: Temperature is High
2019-04-06 12:12:06,34.6,39.5, BAD: Temperature is High
2019-04-06 12:13:05,34.7,36.0, BAD: Temperature is High
2019-04-06 12:14:06,34.6,36.6, BAD: Temperature is High
2019-04-06 12:15:06,34.6,35.7, BAD: Temperature is High
2019-04-06 12:16:06,34.6,33.9, BAD: Temperature is High
2019-04-06 12:17:05,34.6,36.1, BAD: Temperature is High
2019-04-06 12:18:06,34.6,35.4, BAD: Temperature is High
2019-04-06 12:19:06,34.6,35.5, BAD: Temperature is High
2019-04-06 12:20:05,34.6,35.5, BAD: Temperature is High
2019-04-06 12:21:06,34.4,36.5, BAD: Temperature is High
2019-04-06 12:22:06,34.6,35.3, BAD: Temperature is High
2019-04-06 12:23:06,34.6,38.3, BAD: Temperature is High
2019-04-06 12:24:05,34.5,32.8, BAD: Temperature is High
2019-04-06 12:25:06,34.5,35.6, BAD: Temperature is High
2019-04-06 12:26:06,34.5,35.8, BAD: Temperature is High
2019-04-06 12:27:05,34.6,33.0, BAD: Temperature is High
2019-04-06 12:28:06,34.6,35.6, BAD: Temperature is High
2019-04-06 12:29:06,34.6,35.4, BAD: Temperature is High
2019-04-06 12:30:05,34.5,38.7, BAD: Temperature is High
2019-04-06 12:31:06,34.6,35.9, BAD: Temperature is High
2019-04-06 12:32:06,34.6,35.8, BAD: Temperature is High
2019-04-06 12:33:06,34.5,32.4, BAD: Temperature is High
2019-04-06 12:34:06,34.6,35.4, BAD: Temperature is High
2019-04-06 12:35:06,34.5,38.2, BAD: Temperature is High
2019-04-06 12:36:06,34.6,35.8, BAD: Temperature is High
2019-04-06 12:37:05,34.4,36.1, BAD: Temperature is High
2019-04-06 12:38:06,34.5,34.4, BAD: Temperature is High
2019-04-06 12:39:05,34.6,36.5, BAD: Temperature is High
2019-04-06 12:40:06,34.6,32.6, BAD: Temperature is High
2019-04-06 12:41:05,34.6,32.8, BAD: Temperature is High
2019-04-06 12:42:06,34.6,35.1, BAD: Temperature is High
2019-04-06 12:43:06,34.6,36.7, BAD: Temperature is High
2019-04-06 12:42:08,34.5,33.8, BAD: Temperature is High
2019-04-06 12:45:32,34.5,34.4, BAD: Temperature is High
2019-04-06 12:45:35,34.6,35.5, BAD: Temperature is High
2019-04-06 12:45:38,34.6,35.5, BAD: Temperature is High
2019-04-06 12:46:04,34.5,35.2, BAD: Temperature is High
2019-04-06 12:47:04,34.6,33.0, BAD: Temperature is High
2019-04-06 12:48:03,34.6,36.9, BAD: Temperature is High
2019-04-06 12:49:03,34.6,34.3, BAD: Temperature is High
