Date,Temp,Humid,Status
2019-04-07 20:43:04,36.5,32.7,BAD: Temperature is too High
2019-04-07 20:44:04,36.7,34.1,BAD: Temperature is too High
2019-04-07 20:45:04,36.8,33.1,BAD: Temperature is too High
2019-04-07 20:46:04,36.8,32.9,BAD: Temperature is too High
2019-04-07 20:47:04,36.9,33.0,BAD: Temperature is too High
2019-04-07 20:48:04,36.9,32.5,BAD: Temperature is too High
2019-04-07 20:49:04,37.0,32.8,BAD: Temperature is too High
2019-04-07 20:50:04,37.2,31.6,BAD: Temperature is too High
2019-04-07 20:51:04,37.0,32.2,BAD: Temperature is too High
2019-04-07 20:52:04,37.2,31.9,BAD: Temperature is too High
2019-04-07 20:53:03,37.2,31.6,BAD: Temperature is too High
2019-04-07 20:54:03,37.3,31.8,BAD: Temperature is too High
2019-04-07 20:55:03,37.3,31.8,BAD: Temperature is too High
2019-04-07 20:56:03,37.3,30.0,BAD: Temperature is too High
2019-04-07 20:57:03,37.4,31.9,BAD: Temperature is too High
2019-04-07 20:58:03,37.5,30.7,BAD: Temperature is too High
2019-04-07 20:59:03,37.5,32.5,BAD: Temperature is too High
2019-04-07 21:00:03,37.5,31.4,BAD: Temperature is too High
2019-04-07 21:01:03,37.6,31.3,BAD: Temperature is too High
2019-04-07 21:02:04,37.6,31.4,BAD: Temperature is too High
2019-04-07 21:03:04,37.6,31.2,BAD: Temperature is too High
2019-04-07 21:04:04,37.5,31.1,BAD: Temperature is too High
2019-04-07 21:05:04,37.7,30.6,BAD: Temperature is too High
2019-04-07 21:06:03,37.6,30.7,BAD: Temperature is too High
2019-04-07 21:07:04,37.7,29.3,BAD: Temperature is too High
2019-04-07 21:08:04,37.7,31.8,BAD: Temperature is too High
2019-04-07 21:09:04,37.8,31.4,BAD: Temperature is too High
2019-04-07 21:10:04,37.9,30.4,BAD: Temperature is too High
2019-04-07 21:11:04,38.4,30.8,BAD: Temperature is too High
2019-04-07 21:12:04,38.4,30.9,BAD: Temperature is too High
2019-04-07 21:13:04,38.5,30.4,BAD: Temperature is too High
2019-04-07 21:14:04,38.7,30.2,BAD: Temperature is too High
2019-04-07 21:15:03,38.5,30.5,BAD: Temperature is too High
2019-04-07 21:16:03,38.6,30.4,BAD: Temperature is too High
2019-04-07 21:17:04,38.7,29.3,BAD: Temperature is too High
2019-04-07 21:18:04,38.7,30.0,BAD: Temperature is too High
2019-04-07 21:19:04,38.8,29.7,BAD: Temperature is too High
2019-04-07 21:20:04,39.0,29.7,BAD: Temperature is too High
2019-04-07 21:21:04,38.8,30.0,BAD: Temperature is too High
2019-04-07 21:22:04,38.8,29.0,BAD: Temperature is too High
2019-04-07 21:23:04,38.7,29.6,BAD: Temperature is too High
2019-04-07 21:24:04,38.7,29.6,BAD: Temperature is too High
2019-04-07 21:25:04,38.6,29.3,BAD: Temperature is too High
2019-04-07 21:26:04,38.6,29.6,BAD: Temperature is too High
2019-04-07 21:27:04,38.6,28.9,BAD: Temperature is too High
2019-04-07 21:28:03,38.5,29.9,BAD: Temperature is too High
2019-04-07 21:29:03,38.5,29.6,BAD: Temperature is too High
2019-04-07 21:30:03,38.4,28.1,BAD: Temperature is too High
2019-04-07 21:31:04,38.5,29.1,BAD: Temperature is too High
2019-04-07 21:32:04,38.6,30.4,BAD: Temperature is too High
2019-04-07 21:33:04,38.7,30.3,BAD: Temperature is too High
2019-04-07 21:34:04,38.9,29.8,BAD: Temperature is too High
